break_even_price,open_interest,day.change,day.change_percent,day.close,day.high,day.last_updated,day.low,day.open,day.previous_close,day.volume,day.vwap,details.contract_type,details.exercise_style,details.expiration_date,details.shares_per_contract,details.strike_price,details.ticker,last_quote.ask,last_quote.ask_size,last_quote.ask_exchange,last_quote.bid,last_quote.bid_size,last_quote.bid_exchange,last_quote.last_updated,last_quote.midpoint,last_quote.timeframe,last_trade.sip_timestamp,last_trade.conditions,last_trade.price,last_trade.size,last_trade.exchange,last_trade.timeframe,underlying_asset.change_to_break_even,underlying_asset.last_updated,underlying_asset.price,underlying_asset.ticker,underlying_asset.timeframe,implied_volatility,greeks.delta,greeks.gamma,greeks.theta,greeks.vega
491.44,13280,2.7,68.878,6.62,6.9,1.7065044e+18,3.72,4.14,3.92,1644.0,4.2939,call,american,2024-01-31,100,485,O:SPY240131C00485000,6.5,542,316,6.38,600,316,1706562899305929984,6.44,REAL-TIME,1.7065620882323459e+18,[209],6.62,1.0,313.0,REAL-TIME,0.5,1706566042664777472,490.94,SPY,REAL-TIME,0.15109535956247327,0.862562860746441,0.03943198056374703,-0.3381189015399189,0.09652913879467294
491.59,6445,2.15,66.154,5.4,6.06,1.7065044e+18,3.07,3.4,3.25,1662.0,3.9387,call,american,2024-01-31,100,486,O:SPY240131C00486000,5.64,499,316,5.54,600,316,1706562899306070272,5.59,REAL-TIME,1.7065623204691277e+18,[232],5.4,80.0,302.0,REAL-TIME,0.65,1706566042664777472,490.94,SPY,REAL-TIME,0.14822898906177026,0.8207394183296539,0.04749752548660074,-0.3835541466103811,0.09688456909999874
491.785,7948,2.03,75.465,4.72,5.25,1.7065044e+18,2.47,2.82,2.69,8762.0,2.9711,call,american,2024-01-31,100,487,O:SPY240131C00487000,4.83,600,316,4.74,600,316,1706562899776326144,4.785,REAL-TIME,1.7065628113706655e+18,[232],4.72,1.0,322.0,REAL-TIME,0.845,1706566042664777472,490.94,SPY,REAL-TIME,0.1487806767931121,0.7712829927113976,0.055472120996898765,-0.4421240617720254,0.12726648626815495
492.03,8968,1.85,84.862,4.03,4.5,1.7065044e+18,1.96,2.27,2.18,28034.0,2.4957,call,american,2024-01-31,100,488,O:SPY240131C00488000,4.06,415,316,4.0,396,316,1706562899992165376,4.03,REAL-TIME,1.7065628641141317e+18,[209],4.03,10.0,303.0,REAL-TIME,1.09,1706566042664777472,490.94,SPY,REAL-TIME,0.14540521408475604,0.7138492323827974,0.0629972083316563,-0.4737905544709023,0.1277660738815455
492.325,5294,1.52,86.857,3.27,3.78,1.7065044e+18,1.54,1.78,1.75,15961.0,2.1133,call,american,2024-01-31,100,489,O:SPY240131C00489000,3.34,34,313,3.31,210,315,1706562880200762624,3.325,REAL-TIME,1.7065625504536568e+18,[233],3.27,1.0,302.0,REAL-TIME,1.385,1706566042664777472,490.94,SPY,REAL-TIME,0.14549621166986293,0.6502150257597609,0.069647295097355,-0.5178369676546727,0.14667683481892635
492.715,17438,1.36,101.493,2.7,3.14,1.7065044e+18,1.17,1.39,1.34,22676.0,1.951,call,american,2024-01-31,100,490,O:SPY240131C00490000,2.73,177,316,2.7,101,313,1706562893447719680,2.715,REAL-TIME,1.706562891576084e+18,[209],2.7,1.0,301.0,REAL-TIME,1.775,1706566042664777472,490.94,SPY,REAL-TIME,0.1432785170879188,0.5788727515072081,0.07356433737559512,-0.5262882449597643,0.1473255732141441
493.16,6597,1.14,111.765,2.16,2.56,1.7065044e+18,0.87,1.05,1.02,14747.0,1.5569,call,american,2024-01-31,100,491,O:SPY240131C00491000,2.17,140,313,2.15,195,313,1706562899798178048,2.16,REAL-TIME,1.7065628866266903e+18,[233],2.16,1.0,302.0,REAL-TIME,2.22,1706566042664777472,490.94,SPY,REAL-TIME,0.14421164301581502,0.5052542206206431,0.07569162196017991,-0.5439211565812543,0.1480039554447739
493.685,4223,0.93,122.368,1.69,2.05,1.7065044e+18,0.63,0.78,0.76,10968.0,1.3351,call,american,2024-01-31,100,492,O:SPY240131C00492000,1.69,76,313,1.68,146,313,1706562899795802624,1.685,REAL-TIME,1.7065628987903875e+18,[209],1.69,1.0,301.0,REAL-TIME,2.745,1706566042664777472,490.94,SPY,REAL-TIME,0.1413873025261017,0.43032052429352097,0.07487617478009971,-0.5148155134437777,0.1486983902826518
494.285,5756,0.74,134.545,1.29,1.6,1.7065044e+18,0.45,0.57,0.55,10166.0,1.0503,call,american,2024-01-31,100,493,O:SPY240131C00493000,1.29,152,313,1.28,230,313,1706562899798123008,1.285,REAL-TIME,1.7065628798308662e+18,[209],1.29,1.0,304.0,REAL-TIME,3.345,1706566042664777472,490.94,SPY,REAL-TIME,0.14262987538947383,0.3576334232521926,0.07148999795143102,-0.49732935305947207,0.1307049239566056
494.955,5633,0.57,146.154,0.96,1.23,1.7065044e+18,0.32,0.41,0.39,8187.0,0.6765,call,american,2024-01-31,100,494,O:SPY240131C00494000,0.96,164,313,0.95,259,313,1706562899991593984,0.955,REAL-TIME,1.706562887777232e+18,[209],0.96,1.0,320.0,REAL-TIME,4.015,1706566042664777472,490.94,SPY,REAL-TIME,0.14012076679991264,0.28878420689180945,0.06565341967423192,-0.4394575284331501,0.13136010698593567
495.695,11302,0.42,150.0,0.7,0.91,1.7065044e+18,0.21,0.28,0.28,13429.0,0.4973,call,american,2024-01-31,100,495,O:SPY240131C00495000,0.7,170,325,0.69,260,325,1706562890580853504,0.695,REAL-TIME,1.7065628942714468e+18,[209],0.7,5.0,304.0,REAL-TIME,4.755,1706566042664777472,490.94,SPY,REAL-TIME,0.1413904750100441,0.22742421362466833,0.05812249116655874,-0.39456035634988557,0.10090039727049929
496.49,3092,0.3,157.895,0.49,0.69,1.7065044e+18,0.14,0.18,0.19,3860.0,0.4076,call,american,2024-01-31,100,496,O:SPY240131C00496000,0.5,603,302,0.48,512,308,1706562899321707520,0.49,REAL-TIME,1.7065628737859187e+18,[209],0.49,1.0,301.0,REAL-TIME,5.55,1706566042664777472,490.94,SPY,REAL-TIME,0.13936705271753097,0.1730643155894643,0.04938012918207444,-0.3249886574522392,0.1014252654667735
497.335,3719,0.21,161.538,0.34,0.5,1.7065044e+18,0.1,0.13,0.13,4124.0,0.2693,call,american,2024-01-31,100,497,O:SPY240131C00497000,0.34,451,325,0.33,381,325,1706562880291152896,0.335,REAL-TIME,1.7065628832615823e+18,[209],0.34,1.0,309.0,REAL-TIME,6.395,1706566042664777472,490.94,SPY,REAL-TIME,0.13993186836833763,0.12781683811363131,0.04051351178809839,-0.26806674550694753,0.06792593433428651
498.225,1518,0.14,155.556,0.23,0.34,1.7065044e+18,0.06,0.08,0.09,3707.0,0.1853,call,american,2024-01-31,100,498,O:SPY240131C00498000,0.23,1250,325,0.22,185,325,1706562899921927936,0.225,REAL-TIME,1.7065628965677873e+18,[209],0.23,1.0,300.0,REAL-TIME,7.285,1706566042664777472,490.94,SPY,REAL-TIME,0.13887127664805815,0.09165252448342696,0.03179436709037369,-0.206856185328367,0.06827391919574109
499.145,2410,0.08,133.333,0.14,0.24,1.7065044e+18,0.05,0.05,0.06,1984.0,0.1611,call,american,2024-01-31,100,499,O:SPY240131C00499000,0.15,2163,325,0.14,731,325,1706562861284001280,0.145,REAL-TIME,1.7065627586765238e+18,[233],0.14,6.0,312.0,REAL-TIME,8.205,1706566042664777472,490.94,SPY,REAL-TIME,0.13921962274137742,0.06342853212673683,0.024114412139740922,-0.1573697802686001,0.03970936421090316
500.085,18014,0.04,80.0,0.09,0.16,1.7065044e+18,0.03,0.03,0.05,9095.0,0.08571,call,american,2024-01-31,100,500,O:SPY240131C00500000,0.09,372,325,0.08,2462,325,1706562871770909952,0.085,REAL-TIME,1.7065628793658982e+18,[209],0.09,99.0,319.0,REAL-TIME,9.145,1706566042664777472,490.94,SPY,REAL-TIME,0.13692633296759885,0.04029494250209794,0.01695561128199814,-0.10690019179829244,0.03994305632826219
501.055,2996,0.01,25.0,0.05,0.11,1.7065044e+18,0.02,0.03,0.04,717.0,0.0487,call,american,2024-01-31,100,501,O:SPY240131C00501000,0.06,1422,325,0.05,2600,325,1706562899921927936,0.055,REAL-TIME,1.7065627586765238e+18,[233],0.05,6.0,312.0,REAL-TIME,10.115,1706566042664777472,490.94,SPY,REAL-TIME,0.13849813850987694,0.0273097598913777,0.012190606575190239,-0.0785210054745792,0.020050782857484347
502.035,3173,0.01,33.333,0.04,0.08,1.7065044e+18,0.02,0.02,0.03,434.0,0.0365,call,american,2024-01-31,100,502,O:SPY240131C00502000,0.04,2323,313,0.03,2632,308,1706562508649899520,0.035,REAL-TIME,1.7065622586800617e+18,[209],0.04,1.0,304.0,REAL-TIME,11.095,1706566042664777472,490.94,SPY,REAL-TIME,0.1395582961054065,0.018019553854945296,0.008446083769409762,-0.05518089856332611,0.020133574479487923
504.025,1939,0.0,0.0,0.03,0.04,1.7065044e+18,0.01,0.02,0.03,1050.0,0.02683,call,american,2024-01-31,100,504,O:SPY240131C00504000,0.03,3894,316,0.02,2453,316,1706562769747628288,0.025,REAL-TIME,1.7065622932750743e+18,[227],0.03,198.0,302.0,REAL-TIME,13.085,1706566042664777472,490.94,SPY,REAL-TIME,0.1555084738915222,0.01223576652188834,0.00550099956514874,-0.04451163119866726,0.00862794618754094
505.015,5233,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.01,0.02,0.03,333.0,0.02315,call,american,2024-01-31,100,505,O:SPY240131C00505000,0.02,2892,323,0.01,4831,323,1706562825634213120,0.015,REAL-TIME,1.7065626154849815e+18,[209],0.02,1.0,301.0,REAL-TIME,14.075,1706566042664777472,490.94,SPY,REAL-TIME,0.15357071680689235,0.007674550444487586,0.0036399343195040452,-0.02871271641714971,0.008671311842013954
506.015,181,0.0,0.0,0.02,0.02,1.7065044e+18,0.01,0.01,0.02,2209.0,0.01993,call,american,2024-01-31,100,506,O:SPY240131C00506000,0.02,3990,323,0.01,3474,323,1706562899773308928,0.015,REAL-TIME,1.706562022040534e+18,[209],0.02,234.0,301.0,REAL-TIME,15.075,1706566042664777472,490.94,SPY,REAL-TIME,0.16316143052744175,0.007261303827988978,0.00326142958630633,-0.029016464685462935,0.0086605804172125
508.015,1232,-0.01,-33.3,0.02,0.02,1.7065044e+18,0.01,0.01,0.03,45.0,0.01289,call,american,2024-01-31,100,508,O:SPY240131C00508000,0.02,8607,322,0.01,2960,316,1706562831336007168,0.015,REAL-TIME,1.7065602648606449e+18,[209],0.02,8.0,309.0,REAL-TIME,17.075,1706566042664777472,490.94,SPY,REAL-TIME,0.18227085977054672,0.006567088443445051,0.002671872875394746,-0.02962408363577674,0.008644505269738992
510.015,3837,0.0,0.0,0.02,0.02,1.7065044e+18,0.01,0.01,0.02,371.0,0.01081,call,american,2024-01-31,100,510,O:SPY240131C00510000,0.02,8731,322,0.01,2795,316,1706562608085337088,0.015,REAL-TIME,1.7065618309377362e+18,[236],0.02,10.0,301.0,REAL-TIME,19.075,1706566042664777472,490.94,SPY,REAL-TIME,0.20128973151538743,0.0060066563036437716,0.002238278132876363,-0.03023181674452367,0.008634126429420675
512.015,372,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,32.0,0.01,call,american,2024-01-31,100,512,O:SPY240131C00512000,0.02,7012,322,0.01,1433,322,1706562155602851072,0.015,REAL-TIME,1.7065612908701617e+18,[209],0.01,10.0,301.0,REAL-TIME,21.075,1706566042664777472,490.94,SPY,REAL-TIME,0.22022275949330597,0.005544694790057796,0.0019093164204056258,-0.030839622654052306,0.008628088535879886
