break_even_price,implied_volatility,open_interest,day.change,day.change_percent,day.close,day.high,day.last_updated,day.low,day.open,day.previous_close,day.volume,day.vwap,details.contract_type,details.exercise_style,details.expiration_date,details.shares_per_contract,details.strike_price,details.ticker,greeks.delta,greeks.gamma,greeks.theta,greeks.vega,last_quote.ask,last_quote.ask_size,last_quote.ask_exchange,last_quote.bid,last_quote.bid_size,last_quote.bid_exchange,last_quote.last_updated,last_quote.midpoint,last_quote.timeframe,last_trade.sip_timestamp,last_trade.conditions,last_trade.price,last_trade.size,last_trade.exchange,last_trade.timeframe,underlying_asset.change_to_break_even,underlying_asset.last_updated,underlying_asset.price,underlying_asset.ticker,underlying_asset.timeframe
490.915,0.2009603639009372,0,,,,,,,,,,,put,american,2024-01-31,100,506,O:SPY240131P00506000,-0.9826029361530205,0.008247065882709135,-0.06010851965199695,0.015491869308131812,15.26,605,316,14.91,605,316,1706562899307205888,15.085,REAL-TIME,,,,,,,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.2192289970386093,4,0.0,0.0,22.05,22.05,1.7062164e+18,22.05,22.05,22.05,4.0,22.05,put,american,2024-01-31,100,508,O:SPY240131P00508000,-0.9859984294251146,0.006539471221157449,-0.05345850027172482,0.014006401535911494,17.26,605,316,16.9,605,316,1706562899307186432,17.08,REAL-TIME,1.706206778069e+18,[219],22.05,4.0,301.0,REAL-TIME,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.915,0.24400627006638387,0,,,,,,,,,,,put,american,2024-01-31,100,510,O:SPY240131P00510000,-0.9854828654643579,0.005780550170749772,-0.06305451353429858,0.015272905973079091,19.26,325,302,18.91,325,302,1706562879506166784,19.085,REAL-TIME,,,,,,,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.915,0.26536632441158153,0,,,,,,,,,,,put,american,2024-01-31,100,512,O:SPY240131P00512000,-0.9865664452000251,0.004964403609445851,-0.06450058477301489,0.015277893973794771,21.26,325,302,20.91,325,302,1706562879901381888,21.085,REAL-TIME,,,,,,,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.28317178835039236,0,,,,,,,,,,,put,american,2024-01-31,100,514,O:SPY240131P00514000,-0.9889690110590993,0.004074801084946661,-0.05655017985403917,0.013914237569222216,23.26,325,302,22.9,325,302,1706562879501123840,23.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.2937417476292857,0,0.0,0.0,29.0,29.0,1.70613e+18,27.0,27.0,29.0,10.0,28.0,put,american,2024-01-31,100,515,O:SPY240131P00515000,-0.9893357974464079,0.0038103963495332,-0.05705829463025472,0.013695820907264842,24.26,325,302,23.9,325,302,1706562879501123840,24.08,REAL-TIME,1.706124242043e+18,[219],29.0,5.0,325.0,REAL-TIME,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.915,0.3077773970178113,0,,,,,,,,,,,put,american,2024-01-31,100,516,O:SPY240131P00516000,-0.9882759908782509,0.003800607557531167,-0.06727878188499598,0.014848401405917002,25.27,300,316,24.9,305,316,1706562880325417216,25.085,REAL-TIME,,,,,,,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.915,0.3288319959926093,0,,,,,,,,,,,put,american,2024-01-31,100,518,O:SPY240131P00518000,-0.9889620329478508,0.003376379793655133,-0.06862808316159343,0.014860115803965799,27.27,300,316,26.9,305,316,1706562880325421824,27.085,REAL-TIME,,,,,,,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.3461252777855977,0,0.0,0.0,44.32,44.33,1.7037108e+18,44.32,44.33,44.32,2.0,44.325,put,american,2024-01-31,100,520,O:SPY240131P00520000,-0.9908277339897329,0.0028243699970156044,-0.059424037781091135,0.012871781992458338,29.27,300,316,28.89,305,316,1706562880325037056,29.08,REAL-TIME,1.703705045089e+18,[240],44.32,1.0,323.0,REAL-TIME,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.36609882919752146,0,,,,,,,,,,,put,american,2024-01-31,100,522,O:SPY240131P00522000,-0.9912900433127493,0.002546911566388309,-0.06009791508361564,0.006567270590647003,31.27,300,316,30.89,305,316,1706562880325412608,31.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.38457579438008355,0,,,,,,,,,,,put,american,2024-01-31,100,524,O:SPY240131P00524000,-0.9916811353099149,0.0023216287383196793,-0.060450335871137004,0.006575459912855567,33.27,300,316,32.89,305,316,1706562880325408512,33.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.39378574295336555,0,0.0,0.0,62.3,62.3,1.7025012e+18,62.3,62.3,62.3,2.0,62.3,put,american,2024-01-31,100,525,O:SPY240131P00525000,-0.9918623530164677,0.002220760349274738,-0.06062659636196624,0.006580033760108298,34.27,305,316,33.89,305,316,1706562880325017344,34.08,REAL-TIME,1.702492019534e+18,[209],62.3,2.0,304.0,REAL-TIME,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.4029769020319217,0,,,,,,,,,,,put,american,2024-01-31,100,526,O:SPY240131P00526000,-0.992034930130892,0.002126773328527993,-0.06080288573362468,0.006584161245717807,35.27,305,316,34.89,305,316,1706562880325403648,35.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.4395567500151692,0,,,,,,,,,,,put,american,2024-01-31,100,530,O:SPY240131P00530000,-0.9926501189407694,0.0018081806575938684,-0.061508275538067196,0.00660199117413131,39.27,305,316,38.89,305,316,1706562880325393408,39.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.48487591757404663,0,,,,,,,,,,,put,american,2024-01-31,100,535,O:SPY240131P00535000,-0.99328325277785,0.0015071114590078992,-0.062390367841943135,0.006625336554714346,44.27,305,316,43.89,305,316,1706562880325001984,44.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.5297577825408558,0,0.0,0.0,71.29,71.29,1.702674e+18,69.03,69.03,71.29,125.0,70.838,put,american,2024-01-31,100,540,O:SPY240131P00540000,-0.9938031830316988,0.0012802115595553242,-0.06327265940898724,0.006649284910148017,49.27,305,316,48.89,305,316,1706562880324399360,49.08,REAL-TIME,1.702670857127e+18,[231],71.29,100.0,323.0,REAL-TIME,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.5742066352076031,0,,,,,,,,,,,put,american,2024-01-31,100,545,O:SPY240131P00545000,-0.994237917654128,0.001104536492836375,-0.06414053256768516,0.006438464420272061,54.27,305,316,53.89,305,316,1706562880325001984,54.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.6181988881487348,0,,,,,,,,,,,put,american,2024-01-31,100,550,O:SPY240131P00550000,-0.9946075700495578,0.000965106651654319,-0.06493133384579089,0.006462859604221971,59.27,305,316,58.89,305,316,1706562880324917248,59.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.6617865329782519,0,,,,,,,,,,,put,american,2024-01-31,100,555,O:SPY240131P00555000,-0.994925064910072,0.0008527709860270414,-0.06572200569807592,0.006487956060493611,64.27,305,316,63.89,305,316,1706562880324786944,64.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
490.92,0.7049783279890807,0,,,,,,,,,,,put,american,2024-01-31,100,560,O:SPY240131P00560000,-0.9952006742335792,0.0007608133030059878,-0.06651248980807364,0.006513241044184401,69.27,305,316,68.89,305,316,1706562880324982784,69.08,REAL-TIME,,,,,,,-0.02,1706566042664777472,490.94,SPY,REAL-TIME
